compression mode LiteralsLengths - FseCompressed(State,Sym,BL,NB
12 9 4 866
0 14 2 867
6 5 7 868
0 16 6 869
2 16 2 870
0 14 3 871
0 13 6 872
0 14 5 873
0 15 2 874
3 14 3 875
0 17 6 876
0 6 4 877
0 16 2 878
2 16 6 879
0 8 4 880
0 9 8 881
0 9 5 882
1 16 5 883
0 12 8 884
0 17 2 885
3 13 6 886
4 14 3 887
0 12 5 888
0 16 6 889
0 15 3 890
0 13 4 891
0 16 2 892
0 15 2 893
0 14 6 894
5 7 5 895
0 16 5 896
0 12 8 897
0 14 4 898
0 12 3 899
0 12 5 900
0 9 9 901
0 13 2 902
0 16 4 903
1 12 2 904
0 14 2 905
0 13 2 906
0 17 3 907
0 15 3 908
0 0 3 909
0 5 2 910
0 15 4 911
0 10 6 912
2 12 3 913
1 16 2 914
1 12 4 915
0 13 3 916
0 17 2 917
0 15 2 918
0 13 7 919
0 14 4 920
0 7 6 921
0 11 3 922
3 4 2 923
0 16 2 924
0 9 3 925
0 14 2 926
0 5 2 927
0 14 4 928
0 15 8 929
5 10 5 930
0 17 6 931
4 15 2 932
0 16 2 933
0 15 5 934
0 16 4 935
0 12 2 936
2 17 7 937
8 16 4 938
0 13 2 939
0 13 2 940
0 15 3 941
3 11 8 942
1 13 4 943
1 15 8 944
1 14 3 945
0 17 4 946
0 17 5 947
0 9 3 948
0 14 3 949
0 14 6 950
0 9 6 951
6 12 3 952
2 14 7 953
3 16 8 954
0 17 5 955
0 13 3 956
0 10 2 957
1 13 5 958
1 12 3 959
0 16 3 960
0 13 10 961
0 10 10 962
3 16 2 963
0 16 26 964
2 10 6 965
0 14 3 966
0 7 4 967
1 14 9 968
5 16 6 969
0 13 3 970
2 13 9 971
6 15 2 972
0 16 2 973
0 13 5 974
0 15 6 975
0 16 9 976
7 10 5 977
1 9 5 978
0 9 2 979
1 11 5 980
1 13 3 981
0 11 6 982
0 13 6 983
0 10 10 984
0 11 2 985
1 17 5 986
0 16 2 987
4 16 2 988
0 13 2 989
0 15 2 990
0 14 10 991
2 15 3 992
1 16 8 993
0 14 3 994
7 15 6 995
0 11 4 996
3 15 18 997
18 15 2 998
0 14 4 999
0 17 3 1000
0 15 6 1001
0 16 3 1002
1 17 6 1003
0 13 4 1004
4 14 2 1005
2 10 2 1006
0 10 4 1007
6 15 6 1008
0 13 2 1009
2 6 3 1010
0 17 7 1011
0 16 3 1012
0 15 3 1013
0 17 4 1014
1 13 3 1015
4 15 6 1016
3 16 21 1017
1 14 7 1018
6 15 2 1019
0 13 2 1020
3 13 3 1021
1 12 2 1022
3 17 2 1023
1 16 7 1024
0 16 2 1025
1 16 7 1026
0 13 6 1027
1 13 2 1028
0 9 4 1029
0 16 24 1030
0 14 4 1031
0 14 2 1032
0 16 5 1033
0 11 8 1034
2 10 2 1035
0 17 15 1036
0 11 2 1037
0 7 3 1038
0 12 5 1039
0 16 4 1040
0 17 3 1041
4 15 3 1042
0 15 7 1043
0 14 5 1044
0 16 5 1045
0 15 2 1046
0 15 5 1047
0 15 7 1048
4 13 2 1049
0 16 4 1050
0 14 2 1051
0 12 4 1052
5 15 3 1053
0 11 2 1054
0 17 2 1055
0 6 6 1056
0 14 8 1057
0 16 2 1058
0 17 2 1059
2 15 5 1060
1 16 4 1061
0 13 5 1062
0 13 2 1063
0 12 2 1064
0 13 2 1065
1 16 3 1066
0 8 10 1067
0 15 2 1068
1 14 3 1069
0 14 3 1070
0 7 7 1071
0 15 8 1072
0 12 1 1073
0 13 2 1074
0 15 5 1075
0 13 3 1076
0 15 2 1077
0 14 14 1078
0 15 4 1079
0 14 2 1080
0 11 2 1081
0 14 6 1082
0 17 10 1083
0 16 8 1084
0 10 7 1085
0 12 3 1086
1 12 1 1087
0 15 7 1088
0 13 5 1089
6 15 2 1090
0 14 3 1091
0 11 4 1092
0 10 5 1093
0 16 2 1094
0 15 8 1095
0 11 3 1096
0 13 8 1097
0 16 8 1098
1 16 4 1099
0 15 7 1100
0 14 2 1101
0 13 2 1102
0 13 5 1103
0 17 6 1104
1 16 5 1105
0 16 5 1106
0 10 2 1107
3 16 3 1108
0 17 2 1109
0 9 8 1110
0 12 5 1111
1 17 2 1112
0 14 3 1113
0 17 6 1114
0 10 6 1115
0 14 5 1116
0 12 5 1117
0 6 22 1118
0 13 2 1119
0 15 2 1120
1 16 2 1121
0 11 3 1122
0 8 3 1123
0 8 2 1124
0 9 2 1125
0 12 7 1126
0 17 3 1127
0 9 4 1128
8 10 6 1129
1 16 7 1130
0 16 8 1131
2 13 5 1132
4 10 2 1133
0 9 2 1134
0 16 6 1135
4 0 5 1136
0 5 6 1137
0 14 2 1138
4 15 2 1139
0 12 23 1140
0 17 6 1141
0 14 5 1142
0 14 2 1143
0 9 2 1144
0 14 3 1145
2 15 5 1146
0 14 2 1147
0 17 4 1148
1 10 2 1149
0 15 5 1150
0 12 5 1151
3 16 2 1152
3 14 2 1153
1 7 4 1154
0 15 5 1155
0 12 3 1156
0 16 5 1157
0 8 3 1158
0 16 7 1159
0 12 5 1160
0 9 4 1161
3 16 5 1162
4 13 2 1163
0 17 3 1164
0 9 3 1165
3 17 2 1166
0 10 3 1167
2 14 2 1168
2 16 6 1169
0 16 2 1170
0 17 6 1171
0 16 2 1172
0 11 3 1173
0 11 6 1174
0 15 6 1175
0 13 4 1176
0 11 7 1177
1 15 11 1178
0 15 4 1179
0 15 3 1180
1 15 2 1181
0 16 4 1182
0 10 2 1183
4 13 3 1184
0 9 7 1185
0 16 7 1186
0 15 8 1187
0 16 4 1188
4 10 3 1189
0 14 2 1190
1 13 5 1191
0 12 2 1192
0 17 6 1193
0 6 3 1194
0 15 2 1195
2 13 5 1196
0 8 2 1197
0 12 3 1198
0 15 5 1199
0 9 3 1200
1 15 5 1201
1 11 4 1202
0 15 13 1203
1 15 7 1204
0 13 3 1205
0 16 2 1206
0 12 2 1207
2 16 5 1208
0 16 3 1209
0 16 6 1210
0 15 2 1211
0 13 5 1212
0 17 2 1213
1 11 5 1214
1 15 8 1215
2 12 2 1216
0 15 1 1217
0 10 4 1218
0 14 3 1219
0 14 5 1220
1 16 6 1221
2 10 5 1222
6 16 23 1223
16 16 2 1224
0 14 5 1225
0 17 3 1226
1 16 3 1227
0 12 7 1228
0 17 2 1229
1 10 2 1230
0 14 2 1231
0 13 2 1232
0 8 2 1233
0 7 2 1234
2 14 2 1235
0 13 2 1236
0 17 6 1237
0 16 3 1238
0 13 4 1239
0 8 5 1240
0 12 2 1241
0 11 5 1242
0 11 2 1243
0 17 2 1244
0 10 2 1245
0 15 6 1246
0 16 2 1247
2 7 5 1248
2 15 5 1249
0 12 8 1250
0 16 8 1251
0 16 3 1252
4 13 5 1253
0 16 6 1254
0 13 9 1255
0 13 3 1256
0 8 7 1257
0 13 2 1258
0 15 2 1259
0 15 5 1260
5 13 2 1261
0 16 5 1262
0 11 5 1263
0 12 2 1264
0 13 7 1265
0 15 7 1266
0 16 8 1267
2 14 5 1268
0 10 2 1269
1 17 2 1270
0 16 5 1271
0 17 3 1272
0 13 2 1273
0 12 2 1274
0 11 2 1275
1 15 6 1276
0 13 5 1277
0 15 2 1278
0 15 2 1279
0 10 3 1280
1 12 2 1281
0 10 2 1282
0 15 2 1283
1 14 6 1284
8 15 8 1285
0 11 8 1286
2 14 2 1287
0 9 3 1288
0 11 6 1289
0 15 3 1290
2 13 2 1291
2 13 2 1292
0 16 7 1293
0 16 2 1294
2 16 3 1295
0 14 5 1296
0 8 6 1297
0 15 5 1298
4 11 2 1299
0 15 2 1300
0 17 3 1301
2 5 11 1302
0 4 2 1303
1 12 2 1304
0 8 3 1305
1 10 7 1306
0 6 3 1307
0 17 3 1308
1 8 3 1309
0 13 3 1310
0 12 7 1311
0 17 7 1312
0 7 2 1313
0 16 2 1314
0 14 3 1315
0 15 3 1316
1 11 2 1317
1 15 4 1318
0 10 5 1319
0 12 11 1320
0 11 7 1321
0 10 13 1322
1 16 3 1323
4 12 7 1324
0 16 3 1325
0 12 2 1326
0 8 2 1327
0 14 4 1328
7 12 6 1329
0 15 2 1330
0 10 7 1331
0 12 8 1332
1 15 6 1333
2 15 10 1334
0 9 3 1335
3 12 5 1336
1 16 2 1337
0 16 2 1338
0 15 2 1339
0 14 3 1340
0 13 5 1341
0 14 5 1342
0 10 7 1343
0 8 17 1344
1 12 5 1345
0 14 4 1346
0 14 2 1347
0 11 4 1348
0 15 2 1349
0 10 5 1350
2 16 2 1351
9 15 2 1352
0 10 7 1353
0 11 6 1354
0 14 5 1355
0 13 4 1356
1 15 6 1357
0 14 4 1358
2 13 7 1359
0 17 2 1360
3 12 7 1361
6 15 4 1362
0 13 6 1363
1 13 5 1364
0 16 8 1365
0 14 3 1366
3 16 6 1367
0 11 7 1368
0 15 8 1369
0 11 7 1370
0 16 2 1371
0 15 3 1372
0 14 26 1373
0 16 4 1374
0 13 5 1375
0 14 3 1376
0 15 2 1377
0 14 9 1378
0 13 2 1379
0 12 2 1380
0 16 2 1381
0 12 9 1382
1 17 7 1383
0 13 3 1384
0 11 2 1385
0 16 5 1386
0 10 6 1387
0 16 6 1388
2 12 5 1389
0 0 2 1390
4 5 2 1391
0 15 2 1392
2 16 7 1393
1 15 5 1394
16 13 2 1395
0 15 2 1396
2 15 5 1397
0 16 4 1398
0 16 7 1399
2 9 5 1400
6 14 3 1401
4 15 5 1402
0 16 6 1403
0 16 2 1404
0 17 2 1405
0 16 6 1406
0 15 6 1407
0 15 5 1408
2 17 8 1409
4 16 2 1410
0 17 6 1411
0 13 7 1412
3 16 8 1413
0 11 6 1414
0 14 9 1415
0 15 3 1416
1 8 2 1417
0 14 2 1418
3 11 3 1419
2 12 4 1420
0 13 18 1421
1 13 2 1422
2 14 2 1423
2 16 6 1424
0 11 4 1425
0 16 2 1426
0 16 3 1427
0 14 5 1428
0 7 5 1429
0 13 2 1430
1 12 5 1431
3 13 2 1432
1 13 2 1433
0 16 11 1434
0 15 2 1435
1 13 8 1436
0 11 2 1437
0 15 3 1438
0 16 2 1439
0 11 2 1440
0 15 5 1441
1 15 6 1442
0 17 2 1443
0 11 4 1444
0 16 6 1445
0 13 5 1446
0 11 2 1447
0 14 3 1448
0 14 5 1449
0 14 8 1450
1 16 2 1451
0 12 2 1452
0 15 6 1453
0 11 2 1454
0 13 7 1455
5 11 2 1456
1 15 2 1457
0 15 5 1458
0 13 6 1459
0 16 7 1460
0 6 5 1461
0 14 3 1462
1 16 6 1463
2 9 7 1464
0 15 3 1465
0 10 4 1466
0 13 5 1467
0 13 2 1468
0 15 3 1469
1 15 3 1470
0 14 5 1471
0 17 5 1472
1 16 4 1473
0 16 5 1474
1 15 5 1475
0 13 2 1476
0 15 2 1477
0 17 3 1478
0 15 2 1479
1 16 2 1480
0 17 6 1481
0 16 2 1482
1 8 4 1483
1 13 11 1484
0 16 3 1485
0 10 4 1486
0 13 5 1487
1 16 5 1488
1 11 2 1489
0 14 9 1490
0 17 3 1491
0 10 2 1492
0 15 7 1493
4 15 5 1494
0 5 6 1495
0 8 8 1496
0 15 2 1497
1 15 2 1498
0 14 4 1499
0 16 3 1500
0 17 2 1501
1 13 5 1502
0 15 8 1503
1 13 5 1504
8 12 7 1505
1 13 3 1506
1 10 5 1507
0 11 4 1508
0 16 3 1509
0 13 3 1510
0 10 2 1511
0 11 7 1512
0 16 2 1513
0 15 4 1514
1 14 9 1515
1 15 2 1516
0 11 5 1517
0 14 2 1518
3 16 5 1519
1 13 2 1520
0 5 2 1521
0 9 2 1522
0 14 2 1523
6 14 5 1524
0 14 10 1525
0 10 4 1526
0 13 6 1527
0 12 2 1528
0 15 6 1529
0 12 5 1530
2 15 8 1531
0 10 6 1532
0 11 5 1533
0 16 4 1534
2 11 8 1535
0 15 2 1536
0 14 2 1537
1 9 5 1538
0 16 8 1539
0 12 3 1540
0 16 5 1541
8 16 7 1542
0 16 2 1543
0 5 2 1544
0 11 2 1545
0 15 5 1546
0 8 5 1547
0 14 2 1548
0 16 7 1549
0 17 7 1550
1 13 6 1551
0 15 9 1552
0 14 2 1553
0 12 7 1554
16 16 3 1555
16 16 2 1556
0 15 5 1557
0 14 2 1558
0 15 9 1559
0 11 2 1560
0 11 3 1561
0 15 5 1562
0 15 2 1563
0 12 2 1564
0 10 3 1565
6 15 7 1566
0 9 2 1567
0 14 3 1568
0 16 3 1569
0 17 3 1570
0 13 2 1571
0 14 8 1572
3 15 2 1573
0 15 8 1574
3 12 2 1575
0 11 2 1576
0 14 6 1577
0 14 5 1578
0 15 8 1579
0 12 2 1580
0 16 3 1581
1 14 4 1582
1 13 5 1583
0 14 7 1584
0 15 3 1585
0 15 6 1586
0 15 2 1587
1 15 8 1588
0 16 3 1589
0 15 5 1590
0 14 2 1591
0 14 5 1592
4 9 6 1593
3 8 9 1594
0 14 25 1595
0 6 5 1596
0 13 4 1597
0 13 3 1598
0 8 6 1599
2 15 6 1600
0 16 10 1601
1 14 6 1602
0 14 2 1603
0 16 3 1604
0 14 11 1605
0 15 6 1606
0 16 2 1607
0 16 2 1608
0 13 3 1609
2 16 3 1610
0 8 7 1611
3 16 2 1612
0 16 2 1613
0 11 3 1614
0 15 7 1615
0 16 5 1616
0 17 4 1617
0 16 5 1618
0 7 2 1619
0 15 2 1620
0 8 8 1621
0 11 5 1622
0 16 5 1623
1 16 5 1624
1 16 2 1625
1 15 6 1626
0 13 6 1627
13 16 2 1628
0 16 3 1629
0 8 7 1630
5 11 2 1631
0 8 5 1632
0 11 25 1633
1 13 2 1634
0 13 3 1635
2 15 2 1636
0 10 2 1637
1 15 12 1638
2 13 3 1639
1 15 3 1640
2 12 3 1641
0 16 4 1642
2 13 2 1643
0 10 2 1644
0 10 10 1645
0 10 2 1646
1 15 2 1647
1 14 2 1648
0 17 5 1649
0 14 2 1650
0 13 9 1651
3 15 3 1652
0 10 30 1653
1 17 4 1654
1 12 4 1655
0 10 3 1656
0 14 5 1657
0 15 2 1658
0 16 3 1659
1 16 3 1660
0 10 7 1661
0 15 2 1662
0 11 12 1663
0 16 5 1664
0 15 2 1665
6 15 7 1666
0 11 2 1667
0 16 2 1668
0 15 2 1669
0 17 5 1670
0 16 3 1671
5 13 5 1672
0 16 3 1673
1 17 3 1674
2 8 5 1675
0 16 4 1676
0 14 5 1677
1 15 3 1678
0 13 2 1679
1 14 2 1680
0 15 3 1681
0 15 4 1682
0 13 3 1683
0 14 2 1684
4 10 5 1685
0 16 3 1686
17 13 3 1687
0 10 6 1688
0 15 2 1689
1 17 5 1690
0 14 30 1691
0 16 2 1692
1 16 24 1693
0 14 5 1694
3 8 5 1695
0 15 2 1696
0 17 9 1697
5 10 6 1698
0 8 6 1699
0 16 5 1700
0 16 3 1701
0 17 2 1702
2 16 6 1703
1 16 3 1704
0 12 3 1705
0 14 5 1706
0 12 9 1707
0 16 7 1708
0 12 8 1709
3 8 9 1710
0 13 5 1711
3 9 2 1712
0 17 6 1713
0 13 8 1714
0 7 5 1715
0 15 3 1716
0 14 4 1717
0 13 4 1718
0 13 2 1719
0 12 2 1720
0 17 2 1721
0 16 6 1722
2 14 2 1723
1 14 7 1724
1 11 2 1725
0 14 2 1726
6 10 2 1727
0 13 2 1728
0 12 3 1729
0 14 5 1730
12 9 4 1731
0 11 2 1732
0 7 3 1733
0 16 11 1734
1 14 3 1735
0 10 7 1736
0 8 5 1737
0 15 4 1738
0 14 4 1739
0 14 5 1740
0 13 7 1741
0 13 2 1742
0 15 3 1743
0 17 2 1744
1 14 7 1745
0 12 5 1746
2 4 18 1747
0 10 2 1748
0 14 2 1749
0 14 13 1750
0 15 5 1751
0 17 5 1752
0 15 11 1753
0 15 2 1754
0 14 3 1755
5 13 2 1756
0 16 4 1757
0 10 6 1758
0 16 2 1759
0 7 15 1760
3 11 6 1761
11 12 2 1762
0 13 16 1763
0 9 2 1764
0 8 5 1765
0 13 2 1766
8 0 4 1767
0 5 5 1768
4 15 3 1769
0 16 2 1770
0 15 6 1771
0 16 5 1772
5 16 6 1773
0 11 6 1774
0 6 3 1775
1 15 2 1776
0 17 8 1777
0 15 2 1778
1 15 2 1779
0 15 5 1780
0 17 2 1781
0 14 3 1782
0 15 2 1783
0 12 2 1784
1 7 3 1785
0 15 5 1786
1 16 2 1787
0 14 3 1788
0 9 4 1789
0 16 7 1790
0 12 3 1791
2 16 5 1792
0 11 5 1793
1 9 4 1794
1 14 2 1795
0 10 8 1796
0 14 5 1797
0 15 5 1798
0 9 2 1799
0 11 5 1800
0 14 3 1801
1 16 7 1802
0 15 2 1803
0 10 2 1804
0 15 5 1805
0 11 10 1806
0 13 5 1807
0 15 6 1808
0 10 5 1809
0 15 3 1810
0 6 2 1811
3 15 9 1812
1 12 7 1813
0 14 3 1814
2 16 3 1815
0 14 2 1816
1 14 5 1817
0 17 17 1818
0 10 4 1819
0 12 2 1820
0 13 3 1821
1 11 6 1822
0 7 2 1823
0 15 3 1824
0 16 11 1825
0 14 7 1826
0 10 3 1827
0 11 6 1828
0 16 4 1829
0 16 6 1830
1 16 6 1831
1 10 3 1832
1 17 2 1833
0 13 6 1834
1 12 2 1835
0 12 6 1836
0 15 22 1837
1 12 7 1838
1 14 2 1839
0 13 6 1840
0 15 8 1841
3 15 3 1842
0 14 7 1843
2 12 5 1844
0 12 6 1845
0 15 2 1846
4 16 7 1847
0 16 2 1848
0 16 5 1849
0 17 3 1850
0 15 3 1851
1 13 24 1852
1 15 2 1853
0 14 7 1854
0 17 5 1855
0 17 4 1856
0 11 5 1857
0 11 3 1858
1 15 5 1859
0 14 2 1860
0 14 4 1861
3 17 2 1862
1 17 4 1863
0 13 10 1864
0 13 4 1865
0 11 3 1866
0 16 4 1867
0 13 2 1868
0 13 2 1869
0 16 7 1870
0 14 3 1871
2 9 3 1872
12 10 2 1873
0 15 4 1874
0 12 2 1875
5 13 4 1876
0 14 5 1877
0 12 2 1878
1 14 23 1879
1 13 23 1880
0 17 7 1881
1 17 5 1882
0 7 5 1883
0 12 5 1884
3 14 2 1885
0 13 7 1886
0 15 2 1887
2 17 2 1888
1 15 12 1889
0 7 5 1890
0 12 2 1891
12 16 2 1892
0 11 6 1893
0 17 3 1894
2 13 3 1895
0 13 2 1896
0 14 3 1897
0 11 7 1898
0 10 3 1899
0 15 6 1900
6 11 8 1901
0 17 3 1902
0 16 10 1903
0 14 9 1904
1 16 3 1905
3 13 2 1906
0 16 7 1907
0 17 6 1908
4 16 3 1909
3 12 2 1910
10 15 3 1911
0 12 7 1912
0 15 6 1913
0 11 5 1914
0 17 2 1915
6 16 7 1916
0 14 5 1917
0 13 2 1918
0 16 7 1919
0 17 6 1920
1 15 5 1921
5 12 4 1922
0 17 12 1923
0 17 2 1924
0 12 3 1925
0 14 5 1926
0 12 3 1927
1 9 5 1928
0 12 2 1929
0 12 8 1930
0 9 6 1931
2 12 6 1932
0 14 3 1933
0 15 5 1934
2 15 11 1935
3 11 5 1936
2 17 3 1937
0 14 6 1938
4 16 2 1939
0 14 2 1940
0 16 3 1941
0 13 5 1942
2 14 3 1943
0 12 2 1944
5 14 5 1945
0 14 4 1946
3 14 2 1947
0 15 5 1948
0 15 2 1949
1 10 22 1950
0 16 5 1951
0 15 10 1952
0 15 2 1953
0 16 2 1954
0 15 2 1955
0 16 3 1956
1 17 3 1957
1 14 5 1958
2 16 6 1959
1 7 5 1960
0 14 6 1961
3 16 2 1962
1 16 2 1963
12 15 5 1964
1 13 6 1965
0 8 2 1966
0 10 2 1967
0 15 3 1968
1 8 4 1969
0 10 3 1970
0 12 2 1971
0 16 3 1972
0 11 3 1973
1 14 6 1974
0 6 3 1975
2 16 7 1976
0 15 2 1977
14 16 24 1978
0 16 7 1979
0 15 3 1980
0 17 6 1981
1 17 6 1982
1 13 5 1983
13 16 5 1984
0 13 6 1985
0 14 5 1986
4 15 8 1987
4 16 7 1988
0 16 13 1989
0 11 6 1990
0 12 2 1991
0 16 7 1992
0 15 6 1993
4 11 4 1994
0 17 7 1995
0 13 5 1996
0 10 5 1997
5 14 2 1998
0 14 6 1999
0 15 5 2000
0 14 2 2001
2 15 3 2002
3 17 6 2003
1 17 2 2004
0 15 5 2005
0 14 5 2006
3 17 7 2007
0 12 2 2008
0 14 7 2009
0 0 6 2010
0 5 4 2011
0 16 3 2012
0 16 5 2013
1 10 5 2014
0 13 3 2015
0 14 4 2016
0 16 2 2017
0 15 6 2018
0 16 1 2019
0 15 6 2020
0 17 6 2021
0 9 6 2022
2 15 8 2023
0 8 4 2024
0 15 3 2025
2 14 3 2026
5 15 3 2027
0 14 3 2028
0 14 2 2029
4 12 2 2030
2 6 2 2031
0 13 3 2032
0 14 3 2033
0 16 6 2034
0 17 2 2035
0 14 8 2036
0 17 2 2037
2 16 6 2038
0 17 2 2039
0 15 2 2040
1 15 2 2041
0 16 3 2042
0 10 5 2043
4 15 5 2044
0 16 6 2045
3 15 6 2046
0 13 5 2047
6 16 2 2048
0 14 5 2049
0 17 6 2050
0 16 3 2051
0 14 2 2052
0 13 24 2053
0 10 3 2054
0 11 3 2055
1 13 2 2056
2 13 4 2057
2 17 2 2058
0 13 5 2059
0 16 5 2060
0 16 2 2061
0 14 5 2062
7 11 3 2063
4 16 5 2064
0 17 3 2065
0 15 2 2066
0 14 2 2067
0 14 3 2068
0 16 5 2069
0 11 24 2070
0 12 2 2071
0 14 5 2072
0 8 6 2073
0 6 6 2074
0 12 6 2075
1 16 2 2076
0 17 8 2077
2 10 5 2078
0 11 5 2079
0 15 2 2080
0 10 3 2081
0 17 2 2082
5 5 7 2083
3 13 9 2084
6 16 2 2085
1 16 8 2086
0 16 2 2087
0 13 6 2088
0 17 7 2089
0 15 8 2090
0 12 4 2091
2 12 3 2092
0 11 3 2093
0 13 2 2094
0 15 6 2095
0 14 6 2096
0 17 4 2097
0 8 2 2098
0 16 7 2099
3 12 5 2100
2 17 5 2101
0 16 2 2102
0 15 3 2103
0 15 2 2104
0 15 6 2105
0 15 2 2106
1 16 7 2107
0 13 5 2108
0 17 4 2109
0 14 8 2110
0 14 3 2111
1 16 2 2112
0 6 4 2113
0 8 2 2114
5 9 7 2115
0 16 3 2116
0 9 6 2117
2 15 6 2118
0 14 7 2119
6 9 2 2120
0 9 5 2121
0 4 2 2122
0 14 2 2123
0 14 5 2124
0 15 6 2125
0 17 7 2126
0 14 7 2127
2 16 3 2128
0 15 3 2129
0 16 13 2130
18 15 6 2131
4 12 3 2132
0 16 3 2133
0 12 5 2134
0 5 3 2135
0 16 2 2136
0 12 2 2137
0 11 3 2138
0 12 3 2139
1 16 2 2140
0 13 3 2141
3 7 4 2142
0 14 4 2143
0 15 4 2144
1 16 2 2145
1 14 2 2146
0 13 2 2147
0 15 2 2148
0 8 7 2149
2 16 3 2150
1 8 26 2151
3 16 5 2152
1 16 10 2153
1 12 2 2154
0 15 5 2155
2 17 13 2156
6 15 2 2157
0 10 10 2158
0 11 5 2159
0 16 2 2160
0 11 2 2161
0 8 6 2162
0 15 2 2163
3 15 5 2164
0 14 2 2165
0 16 3 2166
3 14 2 2167
0 14 6 2168
0 11 6 2169
1 14 3 2170
3 16 2 2171
2 17 2 2172
0 13 6 2173
0 14 2 2174
1 14 3 2175
0 15 5 2176
0 12 6 2177
0 10 6 2178
0 5 8 2179
0 16 5 2180
0 14 15 2181
0 15 6 2182
0 16 3 2183
4 15 2 2184
0 9 2 2185
0 16 4 2186
5 14 4 2187
1 17 3 2188
0 16 3 2189
0 15 8 2190
2 9 8 2191
0 11 3 2192
3 11 4 2193
1 7 4 2194
0 15 3 2195
1 10 15 2196
0 13 2 2197
0 10 2 2198
0 15 2 2199
0 15 3 2200
0 17 3 2201
0 15 3 2202
0 15 5 2203
0 16 13 2204
0 17 8 2205
0 12 4 2206
0 11 6 2207
0 9 4 2208
0 14 6 2209
0 16 7 2210
0 15 8 2211
0 15 6 2212
0 11 3 2213
1 14 4 2214
1 15 5 2215
0 8 5 2216
0 15 2 2217
0 14 5 2218
0 15 23 2219
0 16 2 2220
2 16 5 2221
0 16 5 2222
0 16 3 2223
5 8 2 2224
0 14 2 2225
7 14 9 2226
2 16 3 2227
0 14 8 2228
0 16 5 2229
0 15 3 2230
0 17 10 2231
4 11 4 2232
0 13 5 2233
0 16 2 2234
0 16 7 2235
0 10 3 2236
0 15 3 2237
0 12 18 2238
3 15 7 2239
0 14 2 2240
0 12 2 2241
0 9 2 2242
0 14 4 2243
0 17 6 2244
0 14 10 2245
2 16 5 2246
0 15 2 2247
0 16 2 2248
0 15 3 2249
4 16 6 2250
0 14 6 2251
2 11 2 2252
1 16 3 2253
0 14 5 2254
5 13 6 2255
0 17 2 2256
0 11 5 2257
0 9 2 2258
0 13 5 2259
4 14 3 2260
1 15 9 2261
2 12 2 2262
0 17 6 2263
0 11 5 2264
0 16 5 2265
0 9 9 2266
0 12 5 2267
0 14 2 2268
0 12 3 2269
0 17 5 2270
0 15 6 2271
0 16 2 2272
0 7 5 2273
1 6 3 2274
1 13 2 2275
2 15 3 2276
0 15 2 2277
3 15 3 2278
0 16 5 2279
0 17 6 2280
0 16 5 2281
0 14 2 2282
0 16 5 2283
0 13 2 2284
0 17 3 2285
0 12 6 2286
0 8 5 2287
0 14 5 2288
0 9 6 2289
5 15 5 2290
0 15 6 2291
0 15 5 2292
1 12 2 2293
1 17 5 2294
1 14 6 2295
1 15 2 2296
3 17 2 2297
0 17 3 2298
18 15 5 2299
0 15 6 2300
0 17 7 2301
2 14 5 2302
0 15 2 2303
0 16 3 2304
0 11 6 2305
0 15 2 2306
0 14 2 2307
0 15 7 2308
0 13 8 2309
0 14 5 2310
0 11 2 2311
0 17 2 2312
0 15 3 2313
4 6 10 2314
2 16 5 2315
0 16 5 2316
1 15 4 2317
0 12 2 2318
0 14 5 2319
0 12 6 2320
7 13 3 2321
0 15 2 2322
0 8 4 2323
1 14 2 2324
0 12 5 2325
2 17 5 2326
3 11 2 2327
0 16 2 2328
0 14 6 2329
0 14 2 2330
0 11 26 2331
0 16 4 2332
0 15 6 2333
0 13 5 2334
0 17 6 2335
0 10 4 2336
0 14 4 2337
0 15 2 2338
7 15 3 2339
0 15 2 2340
1 8 7 2341
0 11 3 2342
0 16 6 2343
2 14 10 2344
0 15 2 2345
0 12 7 2346
0 13 8 2347
0 13 6 2348
1 16 4 2349
1 16 2 2350
3 11 2 2351
1 17 2 2352
0 15 5 2353
0 5 2 2354
0 15 7 2355
0 14 8 2356
0 11 7 2357
1 16 6 2358
1 15 5 2359
0 5 3 2360
1 11 4 2361
0 14 5 2362
1 12 5 2363
1 9 3 2364
0 15 6 2365
0 14 5 2366
0 16 5 2367
0 14 3 2368
0 14 2 2369
0 17 2 2370
0 7 3 2371
7 14 5 2372
0 17 2 2373
0 15 6 2374
0 15 2 2375
1 14 5 2376
2 16 3 2377
1 13 6 2378
3 7 3 2379
0 15 2 2380
2 17 5 2381
0 16 3 2382
1 10 7 2383
0 12 3 2384
3 17 2 2385
0 13 6 2386
1 16 5 2387
0 17 5 2388
0 8 3 2389
0 9 4 2390
0 13 5 2391
0 15 3 2392
0 16 2 2393
0 15 2 2394
1 16 4 2395
0 16 3 2396
0 13 7 2397
0 15 2 2398
0 12 2 2399
0 12 8 2400
0 11 3 2401
0 16 6 2402
0 16 5 2403
0 14 10 2404
0 7 5 2405
5 14 4 2406
0 10 7 2407
0 8 2 2408
2 15 6 2409
1 15 4 2410
0 13 2 2411
1 17 2 2412
0 16 2 2413
0 14 5 2414
0 16 5 2415
0 15 2 2416
0 0 3 2417
3 5 2 2418
0 17 9 2419
0 15 2 2420
0 15 9 2421
0 14 5 2422
2 14 3 2423
0 16 5 2424
0 13 6 2425
0 15 5 2426
1 11 10 2427
1 14 7 2428
1 16 5 2429
0 9 2 2430
0 16 3 2431
